1,14
1,8
1,5
1,10
1,1
2,14
2,1
2,5
2,8
3,13
3,6
3,10
4,1
4,9
4,10
5,2
5,9
5,11
6,1
6,9
6,11
7,2
7,9
7,11
8,4
8,9
9,3
9,5
9,11
9,6
10,5
11,12
12,6
12,10
13,7
